"","Acanthastrea","Acropora","Astrea","Astreopora","CCA","Cladiella","Coscinaraea","Cyanobacteria","Cyphastrea","Dead_coral","Dictyosphaeria","Dipsastraea","Echinopora","Echinostrephus_molaris","Favites","Foraminifera","Galaxea","Goniastrea","Green_turfing_algae","Halimeda","Hard_coral","Hard_Substrate","Hydnophora","Leptastrea","Liagora","Lobophytum","Millepora","Molluscs","Montipora","Neomeris","Padina","Paramontastrea","Pavona","Platygyra","Plesiastrea","Pocillopora","Porites","Psammocora","Sand","Sarcophyton","Soft_Coral","Stylocoeniella","Turbinaria","Turbinaria_algae","Turf_algae","Turf_and_sand","Ulva"
"4C_09",0,0,0,0,0,0,0,0,0,0,0,0,0,11.764519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8827889,0,0,0,0,1.4706972,0.9804648,0,0,0,0,0,0,0,0,73.5285087,0
"4C_10",0,0,0,0,0,0,0,0,0,0,0,1.515251,0,3.030501,0,0,0,0,0,0,0,0,0,0,3.030501,0,0,0,0,0,18.181917,0,0,0,0,0,0,0,0,0,0,0,0,0,6.061003,66.665576,0
"4C_11",0,0,0,0,9.676932,0,0,0,0,0,0,0,0,3.226031,0,0,0,0,0,0,0,0,0,0,3.226031,0,0,0,0,0,0,0,0,0,0,4.032249,0,0,0,0,0,0,0,0,3.226031,64.515979,0
"4C_12",0,0,0,0,9.374613,0,0,0,0,3.125246,0,0,0,3.125246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.374613,0,0,0,0,2.343653,0,3.125246,0,0,0,0,0,0,3.125246,56.24993,0
"4C_13",0,0,0,0,6.061069,0,0,0,0,0,0,0,0,6.061069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090512,0,0,0,0,3.787895,0,0,0,0,0,0,0,0,0,63.635769,0
"4C_14",0,0,0,0,2.777944,0,2.777944,0,0,0,0,0,0,2.777944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,2.083458,0,0,0,0,0,0,0,0,2.777944,77.776444,0
"4C_15",0,0,0,0.9259907,0,0,0,0,5.5559444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,1.3889861,0,0,0,0,0,0,0,0,8.3329167,74.99925,0
"4C_16",1.4286743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4286743,2.8573486,0,0,0,0,0,5.7146971,0,0,0,0,0.7143371,0,0,11.4283657,0,0,0,0,0,0,71.4275429,0
"4C_17",0,0,0,0,0,0,0,0,0,0,0,0,0,3.030534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.121047,0,0,0,0,2.272628,0,0,3.030534,0,0,0,0,0,3.030534,69.696837,0
"4C_18",0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,11.111,0,0,0,0,0,2.778,75,0
"4C_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,88.889,0
"4C_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,94.444,0
"5A_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77775,11.111,0,0,0,0,0,0,0,2.778,52.778,0
"5A_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.110889,0,0,0,0,1.388986,10.185231,0,2.777972,0,0,0,0,0,27.777722,22.221778,0
"5A_03",0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0.9259907,0,11.1108889,2.7779722,0,0,0,0,2.7779722,74.99925,0
"5A_04",0,0,0,0,0,0,0,0,0,2.857349,0,0,0,5.714697,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,85.713257,0
"5A_05",0,0,0,0.9259907,0,0,0,0,0,0,0,0,0,5.5559444,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,86.1101389,0
"5A_06",0,0,0,0,0,0,0,0,2.857349,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904899,0,0,0,0,0,0,0,0,88.570606,0
"5A_07",0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6945,2.777667,0,0,0,0,0,0,0,0,83.333,0
"5A_08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389,0,0,0,8.333,0,0,0,0,0,86.111,0
"5A_09",0,0.6061069,0,3.0301708,9.0905124,0,0,0,0,0,0,0,3.0305344,0,0,0,0,0,0,0,0,0,0,0,3.0305344,0,0,3.0305344,0,0,0,0,0,0,0,0.7576336,0,0,0,0,0,0,0,0,36.3631405,30.3031625,0
"5A_10",0,1.2122005,9.0904132,0,6.0610027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7576253,0,0,0,0,0,0,0,0,18.1819174,57.5751625,0
"5A_11",0,0,0,0,5.555944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.110889,0,0,0,0,2.777722,0,1.388986,0,0,0,0,0,0,2.777972,66.666333,0
"5A_12",0,0,0,0,0,0,0,0,0,0,0,1.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08325,0,0,5.556,0,0,0,0,0,0,83.333,0
"5A_13",0,0,0,0,0,0,0,0,0,0,0,1.3889861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8888611,0,0,0,0,1.3889861,0.9259907,0,0,0,0,0,0,0,2.7779722,72.2212778,0
"5A_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555944,0,0,0,0,0,0,91.666083,0
"5A_15",0,0,0,0,8.823125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882789,0,0,0,0,3.676478,0,0,2.941394,0,0,0,0,0,14.705913,52.940865,0
"5A_16",0,0,0,0,13.333093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99952,0,0,0,0,0,0,0,0,0,6.667147,0,0,0,0,0,0,0,0,0,0,0,0,0,63.333093,6.667147,0
"5A_17",0,0,0,0,31.249859,0,0,0,0,0,0,0,3.125211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125211,0,0,0,0,0,0,0,0,0,0,0,0,0,62.499719,0,0
"5A_18",0,0,0,3.8094552,0,0,0,0,5.7146971,0,0,0,0,0,0,0,0,0.9524495,0,0,0,0,0,0,2.8573486,0,0,0,8.5710171,0,0,0,0,0,0,0.7143371,0,0,2.8573486,0,0,0,0,0,0,62.8565257,0
"5A_19",0,0.5882727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9609089,0,0,0,0,0,0,0,0,0,0,0,0,2.9413633,0,0,0,0,4.4117803,0,0,0,0,0,0,0,0,2.9413633,67.6460623,0
"5A_20",0,0,2.777972,3.70363,11.110889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555944,0,0,0,0,0,11.110889,0,0,0,0,0,0,0,2.777972,0,0,0,2.777972,0,16.666833,33.332667,0
"5B_01",0,0,0,0.9259907,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5559444,0,0,0,0,0,4.6296204,0,0,0,0,0,0,0,0,74.99925,0
"5B_02",0,0,0,2.857006,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714697,0,0,0,0,0,11.428366,0,2.857349,2.857349,0,0,0,0,2.857349,39.999794,0
"5B_03",0,0,0,0.9524397,8.570929,0,0,0,0,0,2.8573192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4286596,1.9048795,0,0,0,0,0,0,0,17.1428865,57.1422694,0
"5B_04",0,0,0,0,13.888861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,3.472215,9.259241,1.388986,0,0,0,0,0,0,38.888611,0,0
"5B_05",0,1.1112,0,0,19.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1665,0,0,0,0,0,0,0,0,52.778,5.556,0
"5B_06",0,0,0,1.111204,23.332893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.333013,20.00048,0
"5B_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4706817,0.9804544,1.4706817,2.9413633,0,0,0,0,0,0,85.2931834,0
"5B_08",0,0.5555944,0,0.9259907,0,0,0,0,0,0,0,0,0,0,1.3889861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,88.8881111,0
"5B_09",0,1.1111889,0,0,5.5559444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6944931,0,0,0,0,0,0,0,0,0,86.1101389,0
"5B_10",0,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,1.4286743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143371,0.9524495,0,0,0,0,0,0,0,0,85.7132572,0
"5B_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7146384,0,0,0,0,0,0,0,0,0,1.4286596,0.9524397,0,5.7146384,0,0,0,0,0,0,79.9987657,0
"5B_12",0,0,0,0,0,0,0,2.777972,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,1.388986,0,0,0,0,0,0,0,0,66.666333,19.443806,0
"5B_13",0,0.5555944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,5.5554444,0.9259907,0,0,0,0,0,0,0,5.5559444,61.1103889,0
"5B_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,5.556,69.444,0
"5B_15",0,0,0,0.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.222,0
"5B_16",0,0,0,2.0834505,6.2503516,24.9991563,0,0,0,0,0,0,0,0,0,0,6.2503516,2.0834505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7812939,1.0417253,0,0,0,0,0,0,0,9.3744024,34.3746836,0
"5B_17",0,0,0,0,8.571105,45.713933,0,0,0,2.857378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.857584,0
"5B_18",0,0,0,0,17.6471211,11.7643945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9413633,0,0,0,0,0,0,0,0,0,0,0,0.9804544,0,0,0,0,0,0,0,32.3528789,32.3528789,0
"5B_19",0,0.5555944,0,0,8.3329167,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5556111,0,5.5559444,0,0,0,0,0,0,63.8883611,0
"5B_20",0,0,0,0,0,0,0,0,0,0,0,0,0,5.555889,0,0,0,0,0,0,0,0,0,1.388972,0,0,0,0,0,0,0,0,0,0,0,0,1.851963,0,5.555889,0,0,0,0,0,0,80.554389,0
"5C_01",0,0,0,7.407333,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,63.889,0
"5C_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,2.777972,0,0,0,0,0,4.62962,0,0,0,0,0,1.388986,0,0,77.777222,0
"5C_03",0,0,0,2.777667,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,77.778,0
"5C_04",0,0,0,1.851963,8.332833,0,0,0,0,0,0,2.777944,0,0,0,0,5.555889,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,1.851963,0,0,0,0,0,0,0,5.555889,58.331833,2.777944
"5C_05",0,0,0,0.9524495,17.1430629,0,0,0,0,0,0,0,0,8.5710171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9524495,0,0,0,0,0,0,0,2.8573486,65.7138743,0
"5C_06",0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16675,2.777667,0,0,0,0,0,0,0,0,72.222,0
"5C_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388986,12.96287,0,0,0,0,0,0,0,0,55.555444,0
"5C_08",0,0,0,5.208251,0,0,0,0,0,0,0,0,0,3.125176,0,0,0,0,0,0,3.125176,0,0,0,3.125176,0,0,0,0,0,0,0,0,0,0,3.125176,0,0,0,0,0,0,1.562588,0,28.124332,31.249508,0
"5C_09",0,0.6250352,0,5.2082513,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0417253,0,0,3.1251758,0,0,0,6.2503516,0,0,0,0,0,3.1251758,0,0,0,0,1.5625879,1.0417253,0,0,0,0,0,0,0,9.3744024,46.8742617,0
"5C_10",0,0,0,0.9259907,2.7779722,0,0,0,0,8.3329167,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,4.1667083,0,0,0,0,0,0,0,0,2.7779722,58.3324167,0
"5C_11",0,0,0,0,8.3330833,0,0,0,0,0,0,0,0,2.7780278,0,0,8.3330833,0.9260093,0,0,2.7780278,0,0,0,0,0,8.3330833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3330833,58.3335833,0
"5C_12",0,0,0,0,5.5559444,0,0,0,0,0,0,1.3889861,0,0,0,0,0,0,0,0,2.7779722,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0.9259907,0,0,0,0,0,0,0,0,83.3321667,0
"5C_13",0,0,0,2.8570057,2.8573486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,0,0,0.7143371,0,0,2.8573486,0,0,0,0,0,0,79.9995886,0
"5C_14",0,0,0,2.777667,2.778,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,0,0.6945,0,0,0,0,0,0,0,0,0,72.222,0
"5C_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904879,0,0,0,0,0,0,0,0,0,0,0,0,2.857319,0,0,0,0,1.42866,0,0,0,0,0,0,0,0,2.857319,82.856085,0
"5C_16",0,0,0,0,14.285567,0,0,0,0,0,0,0,0,2.857319,0,0,0,0,0,0,2.857319,0,0,0,0,0,0,0,0,0,5.714638,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714638,68.570518,0
"5C_17",0,0,0,2.857006,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761905,0,5.714697,0,0,0,0,0,14.285714,54.285509,0
"5C_18",0,0,0,14.814519,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851981,0,0,0,0,0,0,0,5.555944,38.888611,0
"5C_19",0,0,0,8.33325,0,0,0,0,0,0,0,1.388986,0,0,0,0,0,0,0,2.777972,0,0,0,0,2.777972,0,0,0,0,0,2.777972,0,0,0,0,0,2.777639,0,2.777972,2.777972,0,0,0,0,0,49.9995,0
"5C_20",0,0,0,0,8.571017,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,2.857349,0,0,0,0,0,1.904899,0,2.857349,0,0,0,0,0,8.571017,65.713874,0
"6A_01",0,0,0,4.629574,0,0,0,0,0,0,0,0,0,0,1.388972,0,0,0,0,0,0,0,0,0,0,5.555889,0,0,0,0,0,0,0,0,0,2.777694,1.851963,0,2.777944,0,0,0,0,0,2.777944,55.554889,0
"6A_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941426,0,0,0,0,0,0,0,0,0,0,0,3.921548,0,11.764644,0,0,0,0,0,0,73.529287,0
"6A_03",0,0,0,2.777667,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,1.389,0,0,11.111,0,0,0,0,0,11.111,58.333,0
"6A_04",0,0,0,3.8094944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143445,2.8570351,0,5.7147559,0,0,0,0,0,8.5711053,59.9997943,0
"6A_05",0,0,0,0,6.250492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562623,12.499859,0,0,0,0,0,0,0,9.374613,37.499578,0
"6A_06",0,0,0,0,17.647121,0,0,0,0,0,0,0,0,0,0,0,0,1.960909,0,0,0,0,0,0,0,0,2.941363,0,0,0,0,0,0,0,0,0,16.666314,0,0,0,2.941363,0,0,0,2.941363,17.647121,0
"6A_07",0,0,0,0,18.750141,0,0,0,0,6.250422,0,0,0,0,0,0,0,2.083474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.499719,0,0,0,0,0,0,0,3.125211,28.124648,0
"6A_08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.62967,0,0,0,0,0,0,0,0,11.111,0
"6A_09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333,0,0,0,0,0,0,0,0,0,0
"6A_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77775,16.66667,0,0,0,0,0,0,0,0,36.111,0
"6A_11",0,0,0,0.9804752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2058045,2.9410727,0,0,0,0,0,0,0,0,79.4121384,0
"6A_12",0,0,0,1.96095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941426,0,0,0,0,0,0,0,0,0,0,0,6.862621,0,20.587862,0,0,0,0,0,0,50,0
"6A_13",0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555944,0,0,0,0,0,0,0,0,0,0,0,1.851981,0,13.888861,0,0,0,0,0,22.221778,49.9995,0
"6A_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.110951,0,6.667147,0,0,0,0,0,0,0,0
"6A_15",0,0,0,1.96093,11.764519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941394,0,0,2.941394,0,0,0,0,0,0,0,0,7.843013,0,2.941394,0,0,0,0,0,0,47.058076,2.941394
"6A_16",0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,27.777722,0,0,0,0,0,0,66.666333,0
"6A_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,36.111,0,0,0,0,0,13.889,47.222,0
"6A_18",0,0,0,3.70363,0,13.888861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,2.777972,0,0,0,1.851981,0,27.777722,0,0,0,0,0,0,36.110639,0
"6A_19",0,0,0,7.407259,11.110889,2.777972,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,27.777722,0,0,0,0,0,0,30.555694,0
"6A_20",0,0,0,0.9259907,5.5559444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6668333,0,0,0,0,0,0,74.99925,0
"6B_01",0,0,0,2.222409,9.99964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49991,1.111204,0,0,0,0,0,0,0,56.666627,13.333253,0
"6B_02",0,0,0,10.185231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,3.70363,0,0,0,0,0,0,0,0,55.555444,0
"6B_03",0,0,5.5559444,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,22.2217778,0,0,0,0,0,0,0,0,0.6944931,0,0,0,0,0,0,0,0,0,58.3324167,0
"6B_04",0,0,0,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,8.333,63.889,0
"6B_05",0,0,0,0,13.888722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,5.555889,0,0,0,0,1.388972,1.851963,0,2.777944,0,0,0,0,0,2.777944,61.109778,0
"6B_06",0,0,0,7.07052,6.061069,0,0,0,0,3.030534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.030534,0,0,0,0,0,0,0,0,0,0,0,1.010178,0,9.090512,0,0,0,0,0,3.030534,51.514722,0
"6B_07",0,0,0,4.761856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42866,3.809759,0,2.857319,0,0,0,0,0,0,65.713198,0
"6B_08",0,0,0,3.809455,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809455,0,2.857349,0,0,0,0,0,2.857349,65.713874,0
"6B_09",0,0,0,0,28.571135,0,0,0,0,2.857319,0,1.42866,0,0,0,0,0,1.904879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761856,0,0,0,0,0,0,0,2.857319,42.856702,0
"6B_10",0,0,0,0.926,8.333,0,0,0,0,0,0,0,0,0,0,0,0,4.629667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.666667,0,0,0,0,0,0,0,11.111,13.889,0
"6B_11",0,0,0,2.777611,2.777944,0,0,0,0,2.777944,0,1.388972,0,0,0,0,0,0,0,0,5.555889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388972,5.555556,0,0,0,0,0,0,0,5.555889,49.999,0
"6B_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.037,0,8.333,0,0,0,0,0,0,55.556,0
"6B_13",0,0,0,1.904879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714638,0,0,0,0,0,2.857319,0,0,0,0,0,9.523712,0,2.857319,0,0,0,0,0,2.857319,51.427631,0
"6B_14",0,0,0,3.703593,5.555889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,0,0,0,0,0,0,5.555556,0,5.555889,2.777944,0,0,0,0,2.777944,52.776944,0
"6B_15",0,0,0,2.9410104,2.9413633,0,0,0,0,2.9413633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8827266,0,0,0,0,0,0,0,0,0,0,0.7353408,9.8038385,0,5.8827266,0,0,0,0,0,0,41.17591,0
"6B_16",0,0,0,0,8.332917,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,2.777972,0,0,0,0,1.388986,12.03688,0,0,0,0,0,0,0,2.777972,38.888611,0
"6B_17",0,0,0,7.61891,28.571429,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428674,0,0,0,0,0,0,0,0,2.857349,37.142446,0
"6B_18",0,0,0,0.9259907,22.2217778,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,1.3889861,7.4072593,0,8.3329167,0,0,0,0,0,2.7779722,30.5556944,0
"6B_19",0,0,0,1.904899,14.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761905,0,0,0,0,0,0,0,34.285097,31.428777,0
"6B_20",0,0,0,0,11.428483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.618989,0,8.571105,0,0,0,0,0,0,57.143445,0
"6C_01",0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555667,0,8.333,0,0,0,0,0,2.778,69.444,0
"6C_02",0,0,0,0.9259907,24.99975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0832292,3.7036296,0,16.6668333,0,0,0,0,2.7779722,2.7779722,30.5556944,0
"6C_03",0,0,0,3.809494,22.856967,5.714756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142776,3.809494,0,11.428483,0,0,0,0,0,0,28.571722,0
