"","Acanthastrea","Acropora","Astrea","Astreopora","CCA","Cladiella","Coscinaraea","Cyanobacteria","Cyphastrea","Dead_coral","Dictyosphaeria","Dipsastraea","Echinopora","Echinostrephus_molaris","Favites","Foraminifera","Galaxea","Goniastrea","Green_turfing_algae","Halimeda","Hard_coral","Hard_Substrate","Hydnophora","Leptastrea","Liagora","Lobophytum","Millepora","Molluscs","Montipora","Neomeris","Padina","Paramontastrea","Pavona","Platygyra","Plesiastrea","Pocillopora","Porites","Psammocora","Sand","Sarcophyton","Soft_Coral","Stylocoeniella","Turbinaria","Turbinaria_algae","Turf_algae","Turf_and_sand","Ulva"
"8B_20",0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.374719,78.125281,0
"8C_01",0,0,0,0,77.418943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.355026,0,0
"8C_02",0,0,0,0,68.964832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.724245,0,0,0,0,0,0,0,0,17.241208,6.89698,0
"8C_03",0,0,0,0,40.624367,0,0,3.125211,0,0,0,0,0,0,0,0,0,0,0,0,3.125211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083474,0,0,0,6.250422,0,0,0,37.499156,3.125211,0
"8C_04",0,0,0,0,36.36314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.030534,0,0,0,0,0,0,0,0,0,0,0,1.010178,0,0,0,18.182116,0,0,0,36.36314,3.030534,0
"8C_05",0,0,0,0,33.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333573,0,9.99952,0,0,0,0,0,0,0,0,0,0,5.833153,0,0,3.333573,0,20.00024,0,0,0,6.667147,0,0
"8C_06",0,0,0,0,54.8385224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9031134,0,0,0,0,0,0,0,0,0.8065172,0,0,6.4521374,0,0,0,0,0,9.6770447,12.9031134,0
"8C_07",0,0,0,0,38.708441,0,0,0,0,0,6.451988,0,0,0,0,0,0,1.075331,0,0,0,0,0,0,3.225994,0,3.225994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.483609,6.451988,3.225994
"8C_08",0,0,0,0,54.838522,0,0,0,0,0,3.226069,0,0,0,0,0,0,0,0,0,3.226069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.677045,0,0,0,0,0,22.580158,6.452137,0
"8C_09",0,0,0,0,45.454248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010167,0,0,0,0,0,0,0,33.333333,18.181917,0
"8C_10",0,0,0,0,32.352879,0,0,0,0,0,2.941363,0,0,0,0,0,0,0,0,0,2.941363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.901919,0,5.882727,0,0,0,0,0,14.705758,26.470152,0
"8C_11",0,10,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,25,0
"8C_12",0,5.62493,0,0,34.37507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.250422,31.249859,0
"8C_13",0,5.142869,0,0,14.285861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428689,0,0,11.428483,0,0,0,0,0,19.999589,22.856967,0
"8C_14",0,0,0,0,55.999712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.000576,0,0,0,0,0,0,35.999712,0
"8C_15",0,4.5713463,0,0,28.5714286,0,0,0,0,2.8573486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9524495,0,2.8573486,0,0,0,0,0,5.7146971,34.2850971,0
"8C_16",0,8.484842,0,0,21.211559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.020356,0,9.090512,0,0,0,0,0,6.061069,15.151581,0
"8C_17",0,18.285591,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,2.857349
"8C_18",0,15.5556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444,0
"8C_19",0,0.6451988,0,0,19.3548012,0,0,0,0,6.4519875,0,0,0,0,0,0,3.2259938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6129969,0,0,0,0,0,0,0,64.51523,0
"8C_20",0,0,0,0,38.888222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,5.555889,0,0,0,0,0,0,0,0,0,1.851963,0,0,0,0,0,0,0,5.555889,41.666167,0
"9A_01",0,3.428648,0,0,19.999589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714756,0,0,0,0,8.571105,0,0,0,0,0,0,0,0,0,0,2.142776,0,0,0,0,0,0,0,0,0,40.000206,0
"9A_02",0,3.888961,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.332917,0,0,0,0,0,0,0,0,0,0,7.638924,0,0,5.555944,0,0,0,0,0,11.110889,22.221778,0
"9A_03",0,10.285632,0,0,5.714697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.999383,17.143063,0
"9A_04",0,8.333317,2.777972,0,16.666833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.888861,24.99975,0
"9A_05",0,16.6666,0,0,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0
"9A_06",0,5.142816,0,0,0,8.5710171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7146971,0,0,0,0,0,0,0,0,0,0,0.7143371,0,0,0,0,0,0,0,0,17.1430629,39.9997943,0
"9A_07",0,0,0,1.041737,12.499719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125211,0,0,0,28.124648,0,0,0,0,0,0,0,0,0,0,0,0,0,6.250422,0,0,0,0,0,6.250422,40.624367,0
"9A_08",0,0.571458,0,1.90486,25.713551,17.14271,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71458,0,0,0,0,2.85729,0,0,0,0,0,0,0,0,0,0,0,0,2.85729,0,0,0,0,0,0,5.71458,28.570841,0
"9A_09",0,0,5.7146384,2.8569763,0,8.570929,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573192,2.8573192,0,0,0,0,0,0,0,0,0,0,5.7146384,0,0,0,0.7143298,0,0,2.8573192,0,5.7146384,0,0,0,2.8573192,51.427631,0
"9A_10",0,0,8.823218,0,11.7646436,0,0,0,0,2.9414256,0,0,0,0,0,0,0,3.9215479,0,11.7646436,0,0,0,0,8.823218,0,0,0,0,0,0,0,0,0,0,0.7353564,0,0,0,0,0,0,0,0,2.9414256,38.2353564,0
"9A_11",0,0,0,0,23.5292872,0,0,0,0,11.7646436,0,0,0,0,0,0,0,4.9020231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7353564,3.9215479,0,0,0,0,0,0,0,0,35.2939308,0
"9A_12",0,4.7058076,0,0,5.8827889,2.9413945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9413945,0,0,0,8.8231246,0,0,0,0,0,0,0,0,0,0,0,0.9804648,0,0,0,0,0,0,0,8.8231246,44.1177405,0
"9A_13",0,0,0,0,26.4701523,17.6471211,0,0,0,0,0,2.9413633,0,0,0,0,0,0,0,0,2.9413633,0,0,0,5.8827266,0,0,0,0,0,0,0,0,0,0,0.7353408,5.8823737,0,0,0,0,0,0,0,8.8230312,11.7643945,0
"9A_14",0,4.242266,0,0,6.061003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.302832,0,0,0,0,0,0,0,0,0,0,0,2.020334,0,3.030501,0,15.151416,0,0,0,12.120915,6.061003,0
"9A_15",0,0,0,0,45.713933,11.428483,0,0,0,2.857378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428689,0,2.857121,0,0,0,0,0,0,0,0,5.714756,19.999589,0
"9A_16",0,0,0,0,34.2850971,5.7146971,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,0,2.8573486,0,0,0,2.8573486,0,0,0,0,0,0,0,5.7146971,0,0,0.7143371,0,0,0,0,0,0,0,0,19.9993829,22.8567314,0
"9A_17",0,1.1765453,0,0,17.6471211,0,0,0,0,2.9413633,0,0,0,0,0,0,0,0,0,5.8827266,0,0,0,0,8.8230312,0,0,0,0,0,0,0,0,0,0,0.7353408,0,0,2.9413633,0,0,0,0,0,2.9413633,49.9989412,0
"9A_18",0,0,0,0,51.428689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143445,0,0,0,0,0,0,0,0,8.5711053,37.1428278,0
"9A_19",0,0,0,1.075344,41.934922,0,0,0,0,0,0,0,0,0,1.613016,0,0,0,0,0,0,0,0,0,9.676932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.452062,35.484021,0
"9A_20",0,0,0,0,11.1108889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5559444,0,0,0,0,0,0,0,0,0,0,0.6944931,0,0,13.8888611,0,0,0,0,0,5.5559444,61.1103889,0
"9B_01",0,0,2.857349,0,22.856731,0,0,0,0,0,0,0,0,0,1.428674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.71408,0,0,0,0,0,2.857349,42.857143,0
"9B_02",0,0,5.714638,0,37.142064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857319,0,0,0,0,5.714638,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714638,0,0,0,0,0,5.714638,37.142064,0
"9B_03",0,2.2856731,0,0,19.9993829,2.8573486,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,0,0,5.7146971,0,0,0,0,0,0,0,0,0,0,0.7143371,1.904899,0,0,0,17.1430629,0,0,0,8.5710171,22.8567314,0
"9B_04",0,0.5714638,0,0.9524397,22.8564963,0,0,0,0,2.8573192,0,0,0,0,0,0,0,0,0,2.8573192,0,0,0,0,5.7146384,0,0,0,0,0,0,0,0,0,0,1.4286596,0,0,0,0,0,0,0,0,25.7138155,28.5711347,0
"9B_05",0,0,0,0,28.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,62.856526,2.857349,0
"9B_06",0,2.2856967,0,0.9524593,37.1428278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7147559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8569665,19.9995886,0
"9B_07",0,5,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,44.444,0
"9B_08",0,8.4847493,0,0,3.0305014,3.0305014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0610027,0,0,0,0,0,0,0,0,0,0,0.7576253,0,0,0,0,0,0,0,0,6.0610027,36.3627438,0
"9B_09",0,18.8888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0
"9B_10",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9B_11",0,12.571305,0,0,2.857349,0,0,0,0,0,28.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714697,0
"9B_12",0,18.823442,0,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941394,0
"9B_13",0,13.333173,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333533,6.667067,0
"9B_14",0,5.294087,0,0,41.176346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.411827,0,0,0,0,0,0,0,0,2.941394,11.764519,0
"9B_15",0,0.5555944,0,0,30.5556944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3329167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5559444,52.7774722,0
"9B_16",0,3.3334,0,2.777667,36.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889,2.778,0
"9B_17",0,2.8571429,0,0.9524495,51.42816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143371,0,0,0,0,0,0,0,0,5.7146971,22.8567314,0
"9B_18",0,3.999918,0,0,8.571105,0,0,0,0,0,5.714756,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857378,0,0,0,0,0,0,0,0,0,0,2.142776,0,0,0,0,0,0,0,0,28.571722,25.714344,0
"9C_01",0,2.352954,0,0,20.58808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.823311,47.059073,0
"9C_02",0,2.285673,0,0,28.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428674,0,0,0,0,0,0,0,0,17.143063,37.142446,0
"9C_03",0,11.176334,0,0,2.941363,0,0,0,0,0,2.941363,0,0,0,0,0,0,0,0,2.941363,0,0,0,0,2.941363,0,0,0,0,0,0,0,0,0,0,0,1.960909,0,0,0,0,0,0,0,11.764394,14.705758,0
"9C_04",0,17.714303,0,0,2.857378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.571105,0
"9C_05",0,1.818102,0,0,36.36314,6.061069,0,0,0,0,0,0,0,0,0,0,0,0,0,18.182116,0,0,0,0,3.030534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090512,18.182116,0
"9C_06",0,0,0,0,16.6671667,0,0,0,0,0,0,0,0,0,0,0,0,2.7776944,0,2.7780278,0,0,0,0,19.4441944,0,0,0,0,0,0,0,0,0,0,2.0832708,0.9260093,0,0,0,0,0,0,0,8.3330833,33.3333333,0
"9C_07",0,0,0,0,8.5710171,28.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7146971,0,0,0,2.8573486,0,0,0,0,0,0,0,0,0,0,0.7143371,0,0,0,0,0,0,0,0,14.2857143,37.1424457,0
"9C_08",0,0,0,0,27.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889,0,0,0,0,0,5.556,44.444,0
"9C_09",0,0,0,0,14.285567,2.857319,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857319,0,0,0,0,14.285567,0,0,0,0,0,0,0,0,0,0,1.42866,0,0,14.285567,0,0,0,0,0,14.285567,31.428454,0
"9C_10",0,0,0,0,47.221528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555944,0,0,0,0,0,0,0,0,0,0,1.388986,0,0,11.110889,0,0,0,0,0,0,30.555694,0
"9C_11",0,0,0,0,17.143239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.571105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857378,71.428278,0
"9C_12",0,0,0,0,14.2858612,8.5711053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857378,0,0,0,0,0,0,0,0,0,0,0.7143445,0,0,14.2858612,0,0,0,0,0,8.5711053,48.571311,0
"9C_13",0,0,0,1.960909,20.587426,5.882727,0,0,0,0,0,0,0,0,1.470682,0,0,0,0,0,0,0,0,0,11.764394,0,0,0,0,0,0,0,2.941363,0,0,3.676439,0,0,0,0,0,0,0,0,5.882727,29.411516,0
"9C_14",0,7.272628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.061069,0,0,0,0,0,0,0,0,0,0,4.545529,0,0,0,0,0,0,0,0,3.030534,36.36314,0
"9C_15",0,1.7142034,0,0.9524495,8.5710171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7146971,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,0,0,0,5.7146971,65.7138743,0
"9C_16",0,0,0,0,8.571105,0,0,0,0,0,0,0,0,0,1.428689,0,0,0,0,8.571105,0,0,0,0,11.428483,0,0,0,0,0,0,0,0,0,0,7.142931,0,0,0,0,0,0,0,0,11.428483,28.571722,0
"9C_17",0,0,0,0,23.529287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941426,0,0,0,0,0,0,0,0,0,0,4.411874,0,0,0,0,0,0,0,0,8.823218,47.058574,0
"9C_18",0,0,5.714697,1.904899,5.714697,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,8.571017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.428366,59.999177,0
"9C_19",0,0,0,0,5.556,44.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
"9C_20",0,0,0,0,25,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,36.111,22.222,0
